transaction_id,customer_id,transaction_date,amount,merchant,category,city,state,age_group,status,is_fraud
c5115c06c32abf4382040595ce8af5bb,4476840372112,2019-08-28 15:57:42,8.25,fraud_Macejkovic-Lesch,shopping_pos,Woodville,AL,46-55,SUCCESS,0
71b35625057d479c6db426448b5162f8,4873783502705038,2019-03-14 18:12:58,55.98,"fraud_Turcotte, McKenzie and Koss",entertainment,Burlington,WA,46-55,SUCCESS,0
bdc117ec5527048f79c5f94119f8bdf3,2358122155477959,2020-05-05 03:36:01,75.23,fraud_Ledner-Pfannerstill,gas_transport,Linthicum Heights,MD,,SUCCESS,0
f37997beb30b00e45f3c250ef34586ae,341283058448499,2020-03-12 02:02:43,48.56,fraud_Berge LLC,gas_transport,Brinson,GA,65+,SUCCESS,0
d9ce46bfb818dd6cf4f60b274e89b8a3,30551643947183,2019-07-20 10:06:50,72.53,fraud_Bins-Rice,gas_transport,Grover,NC,46-55,SUCCESS,0
bfc42a317972ea2003ff42e03a656c6f,376028110684021,2019-11-17 17:02:29,448.33,"fraud_Schroeder, Wolff and Hermiston",travel,Meadville,MO,46-55,SUCCESS,0
f44d9e3f34edbd87c5c988834462c401,213126662687660,2019-10-05 15:10:28,2.98,fraud_Gerlach Inc,shopping_net,Laredo,TX,46-55,SUCCESS,0
913a0b062e9704724945ff005348e6ad,4683638447911,2020-05-26 05:16:22,85.08,fraud_Fisher-Schowalter,shopping_net,Egan,LA,46-55,SUCCESS,0
9f0f4f2b08c01e049f9fc10130b11f89,676314217768,2019-07-25 11:57:54,186.74,fraud_Rutherford-Mertz,grocery_pos,Odessa,MO,46-55,SUCCESS,0
b43714818478c6798ea6919bf3d9aec5,4939976756738216,2020-03-27 19:20:23,2.45,fraud_Pagac LLC,shopping_pos,Roma,TX,26-35,SUCCESS,0
ae0ca2a436dd5519e2ab5dbcc4a6ed77,6011388901471808,2020-04-16 14:02:45,1.38,"fraud_Metz, Russel and Metz",kids_pets,Dunlevy,PA,65+,SUCCESS,0
beb93d4133fa2ffa146d0614a178d76c,180046617132290,2019-04-28 12:06:38,143.5,fraud_Fritsch and Sons,health_fitness,Goreville,IL,65+,SUCCESS,0
9b3f22e3d200cda560968d2026c50a3c,6544734391390261,2019-12-14 23:39:02,7.66,fraud_Brown Inc,kids_pets,Highland,IN,36-45,SUCCESS,0
7ad80ac284f2ac8a0f8a754819f1f5be,4512828414983801773,2020-03-21 17:35:54,37.04,fraud_Cartwright PLC,kids_pets,Uledi,PA,36-45,SUCCESS,0
64447380d4400fc89e97845f017711c9,3564182536169293,2019-11-28 10:38:57,6.19,fraud_Mohr Inc,shopping_pos,Norwich,OH,56-65,SUCCESS,0
460e601c7024f91dff2b6848d712df1a,4792627764422477317,2019-11-30 14:05:37,2.06,fraud_Crona and Sons,kids_pets,De Soto,KS,46-55,SUCCESS,0
47a80051c45c656957071e443d7ea336,342360239917375,2019-11-08 06:38:11,4.91,fraud_Bashirian Group,shopping_net,Howes Cave,NY,46-55,SUCCESS,0
ce18cd8d513010befb09d68406a86635,30235268718158,2019-10-06 15:30:04,5.44,"fraud_Hartmann, Rowe and Hermann",travel,West Harrison,NY,46-55,SUCCESS,0
82aad16d2406a3ed44d6bebfb7d13fcd,6011693194885790,2019-04-03 14:04:38,15.22,fraud_Skiles LLC,home,Stanchfield,MN,26-35,SUCCESS,0
8bc48f3224ebc4e1e846cc612361a769,4742883543039288059,2020-06-15 18:12:27,8.34,fraud_Pfeffer and Sons,shopping_pos,Paauilo,HI,26-35,SUCCESS,0
1902f5e7a9e56fd15f58236182055c9c,4124536010991657,2020-06-04 13:13:22,33.62,"fraud_Romaguera, Wehner and Tromp",kids_pets,Fairhope,AL,65+,SUCCESS,0
d44eb684f1d1c87fa75543e9222d960e,4653178848915023204,2019-04-22 15:44:00,3.38,fraud_Torp-Lemke,misc_pos,Glade Spring,VA,36-45,SUCCESS,0
9825637d42781d5f8ddb0b82603ecbdf,30541100351706,2020-06-12 15:24:09,456.21,fraud_Kemmer-Buckridge,misc_pos,Spring,TX,26-35,SUCCESS,0
d50dc30e433cca2f834248caad2b1706,340953839692349,2019-08-19 00:16:33,41.18,"fraud_Harris, Gusikowski and Heaney",grocery_net,Warren,MI,36-45,SUCCESS,0
e68c9fab4bdddab46d8f11c58a62bf3d,345389171551808,2019-03-21 08:12:22,66.37,"fraud_Mosciski, Gislason and Mertz",grocery_pos,Coffeeville,MS,36-45,SUCCESS,0
d016cdbdaa4aee39f3f91250873987f9,3558652751678952,2019-11-14 02:12:11,285.37,fraud_Boyer PLC,misc_pos,Karnack,TX,65+,SUCCESS,0
c932cd765a381ab50d11289ba7e6a53f,4996263498048679,2019-12-15 13:00:04,23.86,"fraud_Prosacco, Kreiger and Kovacek",home,Smith River,CA,36-45,SUCCESS,0
0063a381d25382c11cd222372f9ae4a1,4210078554961359092,2019-07-21 09:43:31,71.44,fraud_Harris Inc,gas_transport,Lowell,OR,56-65,SUCCESS,0
aa392f35a8997de08dbe77d3f6c2bd84,30044330818990,2019-10-12 22:51:45,189.4,fraud_Crooks and Sons,personal_care,Fort Myers,FL,36-45,SUCCESS,0
ab3c00dff4b1505c4be306e3aa08ba13,345389171551808,2019-11-08 06:48:55,48.08,"fraud_Jenkins, Hauck and Friesen",gas_transport,Coffeeville,MS,36-45,SUCCESS,0
e3241e6f797f572f76ca4a04bff224e2,30328384440870,2019-03-15 04:15:40,21.61,fraud_Buckridge PLC,misc_pos,Browning,MO,65+,SUCCESS,0
f90f5da1b03f607dd7f86aeaf1f2ec5e,30546453310167,2019-12-25 07:48:23,6.21,"fraud_Runolfsdottir, Mueller and Hand",entertainment,Belmont,NH,65+,SUCCESS,0
c9ab93cfefc7ecf5c3dbe60dc1aff02c,4560395181594436016,2019-05-27 07:26:41,26.19,"fraud_Rohan, White and Aufderhar",misc_net,Lakeport,CA,46-55,SUCCESS,0
9ffdde00d84919e58507489d95abddb8,213178765398315,2019-06-10 20:02:43,30.55,fraud_Medhurst Inc,home,Riverton,WY,26-35,SUCCESS,0
4cce5e02986c8db9ec3e875e29f74a68,630469040731,2019-03-25 04:31:27,8.93,fraud_Kunde-Sanford,misc_net,Cascade Locks,OR,65+,SUCCESS,0
17545d28d37985d9d27e1264a1c768eb,4584931703207308232,2019-08-25 23:08:56,67.35,fraud_Dare-Gibson,health_fitness,Dallas,TX,46-55,SUCCESS,0
ebd60555bf5a9593c142f936ba015ab2,4990494243023,2019-12-28 21:27:42,10.32,fraud_Zboncak Ltd,food_dining,Corriganville,MD,56-65,SUCCESS,0
68106e99751681d7b07fbcdac15f381e,4355790796238264643,2019-04-03 22:52:00,46.73,"fraud_Mueller, Gerhold and Mueller",health_fitness,Payson,IL,56-65,SUCCESS,0
2b6a6b7a9b23255c91d34747a0d22db7,4079773899158,2019-06-11 06:23:57,123.37,"fraud_Heller, Gutmann and Zieme",grocery_pos,Mesa,ID,56-65,SUCCESS,0
1e284d00e61b5d299664d371452816e5,372520049757633,2020-06-14 23:06:59,35.22,fraud_Kuphal-Bartoletti,misc_net,Ranier,MN,18-25,SUCCESS,0
905a87612e267adecd63f9ecbb1e2f86,6011492816282597,2019-12-21 19:41:47,8.95,fraud_Hickle Group,shopping_pos,Smackover,AR,36-45,SUCCESS,0
92a97c0da31a800482dedd84c04149ce,4377338765909719,2020-04-07 17:37:50,6.92,fraud_Turner and Sons,shopping_pos,Heiskell,TN,36-45,SUCCESS,0
1ea8e51296f32ffeaab828aadf269cde,5596347693144598,2020-06-16 21:31:17,116.33,fraud_Schiller Ltd,personal_care,Kenner,LA,65+,SUCCESS,0
73e300b68c173cb0c8762f4ead07f3d2,4988304376504,2019-12-09 01:38:36,7.67,"fraud_Bins, Balistreri and Beatty",shopping_pos,Rock Tavern,NY,65+,SUCCESS,0
423b380e6e476b9d546ae3f35fcd577e,6011148190095209,2019-07-03 04:20:32,1.56,fraud_Kuphal-Bartoletti,misc_net,Daly City,CA,26-35,SUCCESS,0
1a10c840a5bb09e9ce65e062d27a5484,5388659976630693,2019-03-03 12:12:25,81.78,fraud_Jakubowski Inc,home,Seneca,WI,56-65,SUCCESS,0
2f44c7d901d1b01274b430fab5b9747e,3566094707272327,2019-11-25 08:33:33,189.85,fraud_Goodwin-Nitzsche,grocery_pos,Newhall,CA,46-55,SUCCESS,0
a95689029ad8ae0ac1a527bec836f5bf,6011381817520024,2019-02-12 16:09:44,2.95,"fraud_Altenwerth, Cartwright and Koss",shopping_net,Lagrange,WY,46-55,SUCCESS,0
bba7106d128f51b942a588464dfe7446,3564839259330465,2019-12-27 12:00:51,8.62,"fraud_Schroeder, Wolff and Hermiston",travel,Port Costa,CA,65+,SUCCESS,0
debae265d4f6991225c1af8411711bf7,3537797820923602,2020-06-14 18:49:04,42.99,fraud_Hammes-Beatty,kids_pets,Monitor,WA,56-65,SUCCESS,0
0698a3889f7595090e4a3dba84885a3a,4951647200979051,2019-06-04 20:25:59,21.95,fraud_Pollich LLC,home,Logan,IL,46-55,SUCCESS,0
f4f6cbf34136214a9a6dd4b44744d5b8,4066595222529,2019-07-12 18:25:34,155.4,"fraud_Nicolas, Hills and McGlynn",entertainment,River,KY,65+,SUCCESS,0
626eb39a1d6baecfb1c7f270eb73f7fc,4476840372112,2019-05-20 22:48:25,2.81,fraud_Smith-Stokes,misc_pos,Woodville,AL,46-55,SUCCESS,0
efa31f4933d1a42ea1f7558ef64c7996,3544606805704278,2020-06-05 08:47:49,4.67,fraud_Stamm-Witting,shopping_net,New Memphis,IL,65+,SUCCESS,0
b5364d2f633156dd50776b79b9c49241,4502539526809429801,2019-01-26 04:25:24,36.99,"fraud_Bahringer, Schoen and Corkery",shopping_pos,Ash Flat,AR,65+,SUCCESS,0
7288c0a120e3e7c50272536da5987d66,2348245054386329,2020-02-28 01:48:53,411.18,"fraud_Terry, Johns and Bins",misc_pos,Harborcreek,PA,65+,SUCCESS,0
515dfae0cac181f6ef9ba78867d74497,4900628639996,2019-02-19 13:52:36,1.02,"fraud_Hermiston, Russel and Price",food_dining,Norwalk,CA,46-55,SUCCESS,0
2501fd959cfefac3b6ab4ac6f0b7ea2e,4079773899158,2019-07-27 08:41:42,162.42,fraud_Strosin-Cruickshank,grocery_pos,Mesa,ID,56-65,SUCCESS,0
7f301472215d8b774700b2603eee009e,4698163635895795,2019-08-17 13:06:13,13.49,"fraud_Schaefer, Fay and Hilll",entertainment,Wendel,CA,36-45,SUCCESS,0
3f051f2506434f8bf00e9f24044087ca,501802953619,2019-11-15 11:28:41,2.6,fraud_Gislason Group,misc_pos,Greenview,CA,65+,SUCCESS,0
f9f4cc07d2424cf68c37dd5a096c011a,180094419304907,2020-02-09 12:07:54,102.91,"fraud_Schiller, Blanda and Johnson",home,Sun City,CA,46-55,SUCCESS,0
b8ec1f418c326f60315a9b6aee810705,3577596616955856,2020-03-29 01:02:14,130.24,fraud_McKenzie-Huels,food_dining,Summerfield,NC,65+,SUCCESS,0
c5650082a536a47287a5de0b7866ad0d,4393520897625,2019-05-17 04:24:12,139.78,"fraud_Daugherty, Pouros and Beahan",shopping_pos,Easton,KS,36-45,SUCCESS,0
b847d75fe497f8e4880568125362e11c,4810839835482794272,2020-01-05 07:59:50,103.66,fraud_Hudson-Ratke,grocery_pos,Wheaton,MO,36-45,SUCCESS,0
42a5556d9dc053bae3e2dc9caf42e2e9,565399283797,2020-01-03 04:44:04,92.82,fraud_Kozey-Boehm,shopping_net,Jordan Valley,OR,26-35,SUCCESS,0
4877729805efdd61749a88c9bcd406e5,30404291151692,2019-06-07 13:04:36,53.06,fraud_Botsford PLC,home,North Tonawanda,NY,26-35,SUCCESS,0
415af6635085c33a8813339f9820af03,2297447006766555,2019-08-18 20:45:49,94.73,"fraud_Schiller, Blanda and Johnson",home,Cisco,IL,65+,SUCCESS,0
e2a3f096de24d3af072cd852723712f3,6011504998544485,2019-06-14 19:19:21,53.17,fraud_Bogisich-Weimann,kids_pets,Jones,AL,46-55,SUCCESS,0
0faa925a63a20abd4205e3a3934c2262,4379260813815979609,2019-03-17 13:09:36,28.32,"fraud_Runte, Green and Emard",health_fitness,Oakland,CA,46-55,SUCCESS,0
6154b5c289620f9622fea3fb937140aa,4670613943676271,2020-06-09 06:05:26,191.49,fraud_Bins-Tillman,entertainment,Cuthbert,GA,65+,SUCCESS,0
b8238aad880f09aedaeca8da0bc6b6ea,4509922033272157,2019-05-13 07:12:29,93.98,fraud_Lockman Ltd,grocery_pos,Hurley,SD,46-55,SUCCESS,0
8a0508f3010ffbe0251d8971d2b08fbf,2283743876903625,2019-11-03 15:38:00,620.4,fraud_Botsford Ltd,shopping_pos,Alpharetta,GA,26-35,SUCCESS,0
f05cbe75794c64d1f022bff79931b05c,36722699017270,2020-04-12 21:01:56,70.89,fraud_Connelly-Carter,home,Superior,AZ,36-45,SUCCESS,0
0401988daa373ec96eacd1965d08aaea,4302480582202074,2019-05-13 22:10:34,5.74,"fraud_Effertz, Welch and Schowalter",entertainment,Muskegon,MI,26-35,SUCCESS,0
3dd345188dd5ca386adbe1672512ac29,180084695172649,2019-07-01 23:04:20,24.51,"fraud_Bahringer, Osinski and Block",food_dining,Nokomis,IL,36-45,SUCCESS,0
4f3f563efbf69a368a140c35a3c80b17,3589289942931264,2019-07-16 17:12:16,61.61,"fraud_O'Connell, Botsford and Hand",home,Spencer,SD,46-55,SUCCESS,0
66d647b805811a2cca76c35ebb65f458,5359543825610251,2019-06-28 08:24:57,75.74,fraud_Kling Inc,gas_transport,Belgrade,MT,46-55,SUCCESS,0
78ac211e4a5401f217fd500b725e01ef,4003989662068504,2020-04-02 13:06:08,87.11,fraud_Ruecker-Mayert,kids_pets,Bessemer,AL,36-45,SUCCESS,0
77eb1894148cf280923813b5f2c66c55,4584931703207308232,2019-07-27 04:34:32,185.75,"fraud_Schumm, Bauch and Ondricka",grocery_pos,Dallas,TX,46-55,SUCCESS,0
0370a4db57eb6a4af117908b5b04409f,4958589671582726883,2019-12-01 13:07:26,41.85,fraud_Prosacco LLC,personal_care,Burke,VA,65+,SUCCESS,0
53fc991b651be2e2703f4353b723ba74,3524574586339330,2019-11-29 14:06:13,1.96,"fraud_Haley, Jewess and Bechtelar",shopping_pos,Vero Beach,FL,36-45,SUCCESS,0
71bcd0322e8ad3008538326ed6393469,4769426683924058915,2019-08-13 13:53:22,54.52,"fraud_Feil, Hilpert and Koss",food_dining,Mifflin,PA,65+,SUCCESS,0
02f61b4cfd227ad40645183a693394ad,2229824890647120,2019-06-09 04:30:27,60.96,fraud_Parisian and Sons,gas_transport,Pearlington,MS,65+,SUCCESS,0
f7b0b203d34ca97a6de39a4f441c8539,4070511711385545,2020-05-07 15:16:31,100.43,"fraud_Cronin, Kshlerin and Weber",health_fitness,Falls City,TX,56-65,SUCCESS,0
e0f0f1b29a96c36374d4848e8bdd06db,375534208663984,2020-05-15 22:02:01,58.66,fraud_Leannon-Ward,food_dining,Doe Hill,VA,36-45,SUCCESS,0
cabc3051f2ccd3a7362bc5bcc34ad185,4939976756738216,2019-12-21 23:26:30,62.83,fraud_Kilback and Sons,entertainment,Roma,TX,26-35,SUCCESS,0
dd05391f85e167ff5ddd7226666e18e6,4247921790666,2019-08-12 11:14:28,9.31,fraud_Pagac LLC,shopping_pos,Washington Court House,OH,65+,SUCCESS,0
00f07db491cd8f4665856ba9324de696,213114122496591,2019-09-27 22:10:24,102.1,fraud_Bode-Rempel,kids_pets,Minnesota Lake,MN,56-65,SUCCESS,0
68f7a7913401d0da8e4a11b16b6b88d8,4449530933957323,2019-11-28 18:02:24,128.48,"fraud_Reinger, Weissnat and Strosin",food_dining,Tomales,CA,65+,SUCCESS,0
0f67e21a5ef8dcbbb76cfdb20dad2f61,4586810168620942,2019-07-23 20:40:38,37.01,fraud_Ruecker Group,misc_net,Edisto Island,SC,26-35,SUCCESS,0
150dba8583ebd68ba66f8a0a82581763,30518206766474,2020-01-02 16:51:44,213.6,fraud_Roob-Okuneva,health_fitness,Matthews,MO,46-55,SUCCESS,0
104b569ab4b48b12bcf355d390f3d183,2280870154157385,2020-03-07 16:15:54,66.39,fraud_Johns Inc,entertainment,Oakford,IL,56-65,SUCCESS,0
4a44b710838556c762abb362aa1df424,60422928733,2019-02-11 04:50:22,6.55,fraud_McDermott-Rice,misc_pos,North Augusta,SC,65+,SUCCESS,0
bdf4e59cbb15a187eb72652759f0070a,30270432095985,2019-10-24 11:11:17,26.07,fraud_Friesen-Stamm,gas_transport,Lomax,IL,46-55,SUCCESS,0
a1d5478b3e66ebd34d7b34132cdf00bf,4169759661243568,2020-05-11 12:58:35,67.22,fraud_Waters-Cruickshank,health_fitness,Lawn,PA,46-55,SUCCESS,0
779dc01a9b6d50a42781997b483edeba,30371006069917,2019-04-03 02:07:01,5.48,"fraud_Ferry, Lynch and Kautzer",misc_net,Tamaroa,IL,56-65,SUCCESS,0
662376efbaa8b4be841660d525fc209e,4342532437704183,2020-06-02 07:24:52,20.98,fraud_Hackett-Lueilwitz,grocery_pos,Newark Valley,NY,26-35,SUCCESS,0
685d288882f1abbc8de5b5988cc3f8e7,3565996340207976,2019-05-06 10:27:25,46.46,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,El Paso,TX,46-55,SUCCESS,0
1d29bc7fe397829b0342a0794284f41d,4764202053279782,2020-06-10 17:23:30,105.0,fraud_Kuhn Group,food_dining,Diamond,OH,36-45,SUCCESS,0
d57168711315887c55361c5a107c6a28,4220345354880,2019-11-30 08:50:38,113.57,fraud_Flatley Group,misc_pos,Oxford,MI,65+,SUCCESS,0
9ae61bd21ced57b0fb0dce5b5b51b563,374930071163758,2020-06-06 15:48:17,38.9,"fraud_Altenwerth, Cartwright and Koss",shopping_net,Romulus,MI,46-55,SUCCESS,0
0bfbcfa0fed400bb0dba9df0a9541504,503848303379,2019-07-20 23:41:09,4.48,"fraud_Gottlieb, Considine and Schultz",shopping_net,Saint James City,FL,46-55,SUCCESS,0
782e35433464fb5a39bda40cda144914,4904681492230012,2019-01-13 09:09:50,70.15,fraud_Friesen-D'Amore,gas_transport,Cottekill,NY,26-35,SUCCESS,0
61874d555c3ca1d0300049b9c3e38a98,30030380240193,2019-04-23 21:58:42,48.36,fraud_Cartwright PLC,kids_pets,Harper,TX,26-35,SUCCESS,0
d079e1c31b52da1f6073c24b234951ac,3573030041201292,2019-01-05 17:28:34,15.43,fraud_Bogisich-Weimann,kids_pets,Altonah,UT,36-45,SUCCESS,0
e381438c7f0adbac22c2bc8b422afd42,4708992452821239,2019-06-06 21:41:43,25.22,fraud_Friesen Ltd,health_fitness,Cord,AR,65+,SUCCESS,0
91c91a2d4e6f73ecdeeff2b08423a869,4607072969078276,2019-11-08 11:49:08,8.45,"fraud_Kerluke, Kertzmann and Wiza",misc_net,Coyle,OK,36-45,SUCCESS,0
a00d7efd1313015fc4054ddb70f8aa1e,581293083266,2020-03-17 19:38:43,71.42,fraud_Morissette LLC,entertainment,Lahoma,OK,36-45,SUCCESS,0
3e70d5ec4a2721a7dfc1716f6682663d,180046765320457,2020-02-14 04:49:29,85.93,fraud_Miller-Hauck,grocery_pos,Canton,OH,56-65,SUCCESS,0
0cb964fe82e1207098737c1705cfd634,180068353086472,2020-04-22 18:43:10,5.95,"fraud_Bernhard, Grant and Langworth",shopping_pos,Huntington Beach,CA,46-55,SUCCESS,0
2d79933b684dcd863aa7e1ea11b14af5,375248307838179,2019-12-19 05:52:06,131.32,"fraud_Mosciski, Gislason and Mertz",grocery_pos,Tallmansville,WV,56-65,SUCCESS,0
7b8a3547a8360a62d0ea2cfa9d9e1398,4736845434667908128,2019-11-29 23:01:08,828.37,"fraud_Schmeler, Bashirian and Price",shopping_net,Altona,NY,65+,FAILED,1
672594070f06f77954ad3491270a30a0,2248735346244816,2019-05-20 02:58:01,76.6,fraud_Skiles-Ankunding,grocery_net,Utica,KS,56-65,SUCCESS,0
3da45e6086a5a77955c0a83a94b79daf,30551643947183,2019-12-29 08:41:58,199.06,fraud_Barton Inc,grocery_pos,Grover,NC,46-55,SUCCESS,0
1d6d45f7a7a48dc766ac695c294d0f6c,3586008444788268,2019-11-17 11:27:16,217.25,fraud_Wolf Inc,grocery_pos,Issaquah,WA,36-45,SUCCESS,0
9b2444bd5ac1954f8256fb91baee63e4,676298633337,2019-07-08 20:33:45,127.12,fraud_Gottlieb Group,kids_pets,Center Point,WV,46-55,SUCCESS,0
8e9a046456fee45c2c9075bc06650e83,4423489490781412,2019-09-16 13:59:51,55.79,fraud_Brown Inc,kids_pets,Princeton,IA,65+,SUCCESS,0
e0936906032eb8b18665d1dfa3a54f0e,4900628639996,2019-06-02 22:24:52,37.29,fraud_Schmidt-Larkin,home,Norwalk,CA,46-55,SUCCESS,0
2cf3fc03f2315d886d4531db312cd2f1,340953839692349,2019-03-14 11:14:27,74.06,"fraud_Heller, Gutmann and Zieme",grocery_pos,Warren,MI,36-45,SUCCESS,0
33803f5a75fc1a7313f97310c083dda3,213136802746375,2020-06-14 16:59:57,38.16,fraud_Kirlin and Sons,personal_care,Humboldt,AZ,65+,SUCCESS,0
87cb294227c2f651a6e85d8e71fad7c9,342351256941125,2020-04-28 10:49:52,207.8,fraud_Auer-Mosciski,grocery_pos,Juliette,GA,26-35,SUCCESS,0
31dfa8a46344f8a0bbe0beadd13e9ce2,4294040533480516,2020-03-16 01:58:57,64.35,fraud_Marks Inc,gas_transport,New Ellenton,SC,36-45,SUCCESS,0
b7ce39f2797aee976507e1aeab9cb096,4482427013979020,2020-05-08 04:45:23,128.24,fraud_O'Keefe-Hudson,grocery_pos,Henderson,WV,65+,SUCCESS,0
241dd178cc3b22e36e043bfa1f49c7ee,4727244663135968,2019-08-04 03:22:22,117.73,fraud_Cole PLC,grocery_pos,Bay Minette,AL,65+,SUCCESS,0
715f1949f2e149f63812a130299c0ea3,6538441737335434,2019-12-02 06:59:40,38.03,fraud_Roob LLC,grocery_net,Clarks Mills,PA,26-35,SUCCESS,0
008532fdc19af625ac0f14ee8a50b605,213153151785052,2019-09-26 16:44:55,2.43,fraud_Dickinson Ltd,misc_pos,Tomahawk,WI,26-35,SUCCESS,0
53883c610272e7116c534da3abc6cc39,3527536963490470,2019-01-04 15:12:55,7.48,fraud_Sporer-Keebler,personal_care,Brunson,SC,46-55,SUCCESS,0
fe4013efdc4d8eba619937e85c14e5e4,38947654498698,2019-11-09 15:18:37,1.31,fraud_Christiansen-Gusikowski,misc_pos,Creola,OH,46-55,SUCCESS,0
148614471e0d419992670b20d83bb38f,3535808924394848,2019-10-07 05:07:07,109.77,fraud_Hackett-Lueilwitz,grocery_pos,Tower Hill,IL,46-55,SUCCESS,0
eb6123b313fc607235de58e56ce2a71a,5104807169438134,2019-07-29 19:45:25,128.15,"fraud_Welch, Rath and Koepp",entertainment,Westhampton Beach,NY,46-55,SUCCESS,0
c3761fc090892ede6d76c1415e37d9b8,4653879239169997,2019-03-24 16:13:46,166.2,fraud_Barton LLC,kids_pets,Smiths Grove,KY,26-35,SUCCESS,0
7152f0a2a4c158dd27082aa04b8a79ab,2285066385084291,2019-12-27 15:36:33,2.35,fraud_Frami Group,entertainment,Heidelberg,MS,36-45,SUCCESS,0
4bc0da420e788a236fec555c610d2368,4538566639857,2020-06-03 22:43:46,1091.97,fraud_Kerluke-Abshire,shopping_net,Fairview,NJ,56-65,FAILED,1
99d33c967a17d2540e5ebaf8a5d340c0,180094419304907,2020-02-21 15:25:00,188.98,fraud_Schumm PLC,shopping_net,Sun City,CA,46-55,SUCCESS,0
9ee17b90b11effc260c3be18e28f289e,2720433095629877,2019-05-05 19:59:30,131.39,fraud_Fadel Inc,health_fitness,Bowdoin,ME,26-35,SUCCESS,0
2ee2808c22faa4f05c8c1d7080c437c3,5104807169438134,2019-10-24 12:12:30,78.92,fraud_Dietrich-Fadel,health_fitness,Westhampton Beach,NY,46-55,SUCCESS,0
b4d349dc965189a049ae6f229af98503,6011382886333463,2019-01-02 09:12:58,73.64,fraud_Cummings LLC,gas_transport,Luzerne,MI,65+,SUCCESS,0
0a1925aa98e913e8ee28d1b1d303607a,4862293128558,2019-07-25 06:16:29,29.37,fraud_Skiles-Ankunding,grocery_net,Grassflat,PA,65+,SUCCESS,0
da4a828c2e7183f4f6c1d44b024c2813,4173950183554608,2019-09-09 16:42:40,72.17,fraud_Schiller Ltd,personal_care,Monmouth Beach,NJ,46-55,SUCCESS,0
ce4fcaab6435d023482a458b3882d449,378858024506425,2019-05-05 12:46:29,24.29,fraud_Watsica LLC,personal_care,Paradise Valley,AZ,65+,SUCCESS,0
32bdd2714373b78031128be72dcad433,38199021865320,2020-04-30 04:08:09,86.89,"fraud_Kuhic, Bins and Pfeffer",shopping_net,Acworth,NH,36-45,SUCCESS,0
31d7d573a00387cad10e2cbf9742de3e,5152054598359927,2020-02-07 21:48:05,26.74,"fraud_McDermott, Osinski and Morar",home,Gretna,LA,46-55,SUCCESS,0
